text,label
迎泽派出所：暖心警事 有“警”无险！男子夜晚醉卧路边 民警暖心救助,2
官方通报！多名大学生违约，记入档案！,0
合肥官方拟对三只羊公司罚款6894.91万元,0
新老传承见证二十年热血，2024年肯德基三人篮球赛热血启幕,1
演唱会“柱子票”案二审维持原判 对消费者阶梯式退票 上海市消保委呼吁：建立更明确的退票规则,0
广东发布9月上半月“蚊子地图” 共有30个高密度监测点,1
风险还是机会？法拍房“捡漏”需谨慎,1
办了户口有了身份证　失散24年的母亲也找到了,2
拉踩谩骂加引战 无边界无底线的追星当休矣,0
网恋转账40多万　对方人间蒸发自己人财两空,0
一个心急一个内急　发生事故都是因为错误应急,1
山西警方：在崖底杂草丛中找到失踪2岁女童尸体,0
前者自助存款忘按“确认”　后者顺手“捡漏”8900元,1
北京游客重游山西《何以山西》成“无声导游”,2
畅游山西，《何以山西》是随行标配,2
购买保险产品远离销售陷阱,2
山西晚报典藏版特刊《何以山西》飞往“狮城”,2
80多年后他们紧紧相拥,2
自己种的土豆大丰收　他从70多公里远的地方拉回家乡2万斤免费送村民,2
居民健康服务，这里“全包了”,2
【消费广角——促服务消费 看一线亮点①】让酒店成为温馨舒适的“家”,2
【城市风】健康理念升级 家用医疗器械“圈粉”,2
扬青春梦想逐未来之光　这些小小少年真棒,2
两起盗窃警情，最后竟是两起“乌龙”案件,1
别人摆摊挣钱　而她摆摊“救命”,2
仔细判定选择适合自己的险种,1
“五进入”活动彰显责任担当,2
带你仔细看清这款“近视防控神器”,1
大同的哥说Hello　遇外国游客全程English,1
掀起二次元经济热 年轻人被“谷子”拿捏了？,1
不少老楼加装电梯存在后续管理问题 业内人士建议尽快出台指引,1
国内首本“黑神话”主题文旅图书《跟着悟空游山西》出版,2
14支队伍亮“毽”切磋技艺,2
高速上抱娃开车　交警：这可“驶”不得,0
山西205对新人大声说出爱的誓言,2
不挑款式不问价　女子为刷单返利狂购黄金,0
药店聘“影子药师”给用药安全带来风险,0
买卖“速成学历”乱象丛生 众多消费者纷纷被“坑”,0
中国第一座手语博物馆在南京揭牌,2
2024全国青少年科学健身知识竞赛启动,2
教辅万千哪本好 请看这里做参考,1
报警人？受害人？其实就是命案嫌疑人,0
迎泽大街有多美 他用镜头“框”下来,2
打造文化名片 共谱古郇华章,2
感悟古郇韵味 领略文化魅力,2
轻罪不轻视 小案不小办 安泽县检察院办案有法亦有情,2
拒不执行潜逃两年 民事“赖”成刑事,0
事故零投诉零 外卖小哥王俊峰真“牛”,2
本想侥幸证明“无罪”男子伪造假证换行拘,0
应急车道＝生命通道 勿违法占用,2
良药不苦等 邮政送到家,2
帮别人交电费还能挣钱？警惕电费返利骗局,0
太旧公司依靠自身力量成功处置一起隧道货车自燃突发事件,2
“门前三包”干得好　“院长”的奖励真不少,2
男子为赚1000元“好处费”帮骗子办8万元超市卡变现,0
老人65万的存折丢了　民警帮找竟是放错地方,2
老人“自证清白”给“三亚警察”转了80万,0
主人赚钱滴答滴答　养宠花钱哗啦哗啦,1
对山西，我们的爱深沉又炽热,2
雨中行车，警惕追尾侧滑！,1
5名驴友探险　1人不慎掉入峡谷,0
超市自助结账时故意漏扫码？这是盗窃,0
浏览黄色网站被要求去当地派出所报到？警方：谣言,0
梁志宏诗文创作60年作品展在山西省图书馆举行,2
骗子先送出160元甜头　然后骗走56万余元,0
托关系入学　5万元“换”来两张假录取通知书,0
耄耋老人迷路 民警暖心送回家,2
支教志愿者：希望小朋友们能自信走下去,2
师傅悉心教　新入职快递小哥们顺利“出师”,2
教师节这天，大学辅导员的故事讲给你听,2
买虾“顺走”价值近千元澳龙　男子被行拘,0
帮诈骗分子搭建通话桥梁　俩被告均获刑,0
退伍老兵＋道德模范　他用自己的故事鼓励“准新兵”,2
家委会：孩子成长的助力还是“鸡肋”?,1
仅用24小时，一起抢劫杀人案告破,2
有人调侃，鼻炎比秋天来得还早一些,1
“马大哈”高速服务区内丢了包  民警帮忙找到一个又一个,2
打耳洞打出“肉瘤子”这个变美的代价有点儿大,0
“稀客”变“常客”鸟中“大熊猫”黑鹳打卡介休,2
网传发生交通事故有人死亡  警方：谣言！勿传谣！勿信谣！,0
爱运动也要会运动 别让损伤找上门,1
传递阳光和力量“润心姐姐”暖了每一人,2
“又没碰到他，我为什么要担责任？”,0
马蜂频扰民 临汾消防化身“灭蜂侠”,2
少跑路速办理早解决 居民生活更便利,2
“北京民警”忽悠老人 太原民警扮“孙女”视频对质,1
男子杀人抛尸潜逃25年后被抓获,0
备考科三把马路当成练车场 教练真敢教学员也敢开,0
集体过生日老人“老嗨”了,2
病有所医老有所养 树木活得更“滋润”,2
22小时，深山里上演一场白＋黑的营救,2
太原启动“爱心餐”专项行动为网约配送员提供专属餐饮服务,2
楼道安上灯 居民回家路亮了,2
“随手扔”变“随手分”特色垃圾箱成“风景”,2
“一人食”火爆出圈  餐饮多了条新赛道,1
开学啦！这些传染病要警惕,1
16000多公里，母子俩且玩且乐且成长,2
遇见触电意外别慌！听急诊医生怎么说,1
本想做个打工人 不想成了“投资人”,0
利用高仿球拍设局“碰瓷”男子虚构快递损坏诈骗被拘,0
谍战片中的“黑科技”出现在驾考考场,0
傅作义故居添新景24朵“梅花”唱响安昌村,2
有爱相伴 他们会越过人生的座座山丘,2
非法获取数字钱包私钥 3名程序员被判刑3年,0
租到“甲醛房”能要求退租吗？,0
公益集市“能人”展技能　居民结伴享福利,2
路遇发病男孩　她“教科书”式一顿操作抢回一条命,2
演唱会供需悄然生变　市场理性多了,1
驾驶证快记满12分了怎么办？“学法减分”了解一下,2
太原市迎泽派出所：护航开学季 平安“警”相随,2
结婚证上能否印农历日期？建议与回应都有意义,1
河南信阳四高一宿舍住48人？官方：尚未开学，责成停止使用该宿舍,0
“百万保障到期”？别信，这是骗局,0
“悟空”爆火 骗子也来蹭热度,0
拿“通关文牒”跟着悟空游山西 帅不帅？！,1
制作玩具与鹦鹉互动　这场“丰容”活动真有趣,2
果农借道新电商　把家乡果子送四方,2
麒麟西瓜：到底啥来路？为啥那么甜？,1
儿童安全坐垫不能代替儿童安全座椅,1
大学生实习要小心 不经意间可能泄密,0
山西省能源职业学校（山西省能源职工教育中心）举办“产教融合 数智赋能”多项目联合启动仪式,2
女子左手被卡压面机　长治消防紧急救援,0
阳泉警方助力65岁老人千里寻亲“圆梦”,2
太航操场大变身　老少街坊很开心,2
职工发生争执受伤　符合三个条件被认定为工伤,0
P图称“开车看美女被交警扣分”造谣者被拘留,2
引进西梅种植　带领村民在沙土地上致富,2
在一遍遍训练中磨炼自己,2
班级群有骗子“出没”　家长缴费务必谨慎,0
人还没报到行李已到校 开学季忙坏快递小哥,1
生僻字不标拼音？珍贵的文物需要更贴心的说明,1
儿童旅客机上哭闹被陌生人带至洗手间教育？吉祥航空通报,0
同学们，咱骑电动车就别“炫技”了！,0
诈骗新模式：骗子网上高价招募“背贷人”,0
【人物故事】水文情缘的传承,2
弓箭10米外轻松洞穿不锈钢盆 专业人士提示“箭不对人”,1
初中生“嗑药”昏迷进ICU？药房向未成年销售处方药频发背后,0
19年不放弃　民警成功告破一起命案积案,2
来并旅游意外丢失金手链　报警后没想到能失而复得,2
槐角满枝头　劝君莫采摘,1
私家车上货物塞了个满当　交警：违规载货罚款100元,0
长治保利和光尘樾项目北区交付公告,1
皮鞋，为啥不受年轻人“待见”了？,1
高速路边放牛羊 你知道有多危险？,0
“准大学生”暑期账单不算不知道一算吓一跳,0
“婚前辅导”渐成刚需 急需专业人士来做这件事,2
最近总流鼻涕、打喷嚏、鼻子痒，元凶是谁？| 你问医答,1
真情助学弘美德，无私奉献映丹青,2
眼看就到服务区 电动汽车没电“寸步难行”,0
骗子操控老板电脑 成功指派会计“转账”4万,0
预存话费“送大礼”300多人被骗100多万,0
“铿锵玫瑰”苦练内功 一年后“打”进全国赛,2
八旬老人坐错车 多方携手助回家,2
中医药文化夜市举办 市民共享“健康盛宴”,2
车顶行李架不是想装就能装 多长多高都有硬杠杠,1
骗子一本正经装警察 专挑中老年人下套,0
银行集中下架联名信用卡 获客“利器”被批量清退,1
迎泽派出所：熊“孩”走失 有“警”无险,2
磨刀摊“越做越大”帮大家的心始终不变,2
“驾驶人体检”的事儿，交警这样答,1
未成年人骑摩托车上路 交警：不仅危险还违法,0
鸡爪变“刺客”小吃 大家直呼啃不起,0
被这些小虫子咬了，处理方法跟被蚊子咬了不一样 | 科普时间,1
你真的会洗脸吗？5个小细节助你拥有好皮肤 | 你问医答,2
暑期出游倒计时，小心虫蛇导致意外伤 | 健康过暑假,0
用牛奶、果汁送服药物？儿童用药注意避开3个误区 | 科普时间,1
惯犯连偷多部手机　民警循线成功抓获,0
行李堆满后排座　孩子被挤得“没”了安全带,0
有人“潜伏”新生家长群“克隆”老师诈骗,0
弟弟沉迷网络赌博　盗转姐姐两万元,0
抛出高息“诱饵”男子杀“熟”诈骗超百万,0
居民打造爱心睦邻凳　让大家伙儿“坐”下好乘凉,2
00后加入　众里寻TA越来越难,1
免费午餐免费洗澡　这里的老人“老”幸福了,2
说起家乡特产　孩子们头头是道,2
交通事故想“私了”　没你想得那么“好了”,0
“警察同志，你们快帮帮我”　10分钟！被骗的13万成功止付,2
从调查到抓获逃犯，警方坚持了35年,2
30多只鸡离奇死亡　凶手原来是“大黄”,0
七夕赠礼分手后能不能要回？ 法官：不属彩礼的可按赠与合同处理,1
福州房东因未有效履行电动自行车安全管理责任被行政拘留,0
莫让美好的七夕节变成糟心的“七夕劫”,0
车上就多了个小孩？“儿童超员”了解一下,0
车辆高速上坏了 驾驶员嫌拖车费贵竟自己推着走,0
这位保洁上门服务，顺走价值万元的10枚银元,0
独居老人外出迷路暖心民警护送回家,2
上海整治体育“饭圈” 处置6000多个违规账号,2
三亚多措并举规范潜水旅游市场经营行为 提升旅游服务品质,2
从天黑到天亮，大家深山里蹚出生命通道,2
撬开冰柜盗走1200元雪糕,0
升学政策不断调整 买学区房小心风险,0
网民发表诋毁乒乓球运动员和教练员信息 北京警方：刑拘,0
“套娃式VIP收费” 视频网站套路深,0
太原市迎泽派出所：家政服务引纠纷 民警调解获锦旗,2
用萌萌的漫画致敬棒棒的奥运健儿,2
拉车门、盗商铺  5人“鬼脸面具”夜盗团伙落网,0
拉着超宽的板房硬挤着过  蹭车了货翻了全责没跑了,0
占小便宜吃大亏  为48元红包付出40万元代价,0
为还赌债 男子租豪车倒卖骗来10万元,0
研学团“粗心娃”机场丢失护照 虹桥边检民警热心相助,2
男子骗取签证出国务工并多次非法出入境被抓,0
退役兄弟仨办“老兵书屋”地方不大书不少,2
躲了那么多年，这一天还是来了,1
欠债压力大 他竟持刀抢劫自己的客户,0
想找兼职赚钱 她落入刷单陷阱被骗2万,0
骗子冒充“老板”成功忽悠会计打款100万,0
两车追尾有人被困 消防紧急破拆营救,0
“山寨名人”蹭热度捞金 法律边界在哪里,0
迎泽派出所：聚焦民生“小案” 为群众找回被盗手机获锦旗,2
共享单车价格都快贵过地铁了，但共享单车运营企业还在亏本？,0
暑期“学习困难”就诊热 医学干预儿童教育受关注,1
乡村有“颜值”　村民有“产值”,2
高速开车遭当“头”一棒　挡风玻璃砸稀碎,0
警民接力救助的受伤“小鹿”，原来是狍子幼崽,2
开车时“迷瞪”了一下　200米护栏被碾压,0
花钱就能“免考”拿驾照　多人想走“捷径”被骗,0
做好这些，帮孩子远离游戏成瘾｜健康过暑假,2
物业职责范围　不少业主没弄清,1
一女饰7人演“连续剧”骗了前男友170万,0
“工作的事包在我身上”　70余人被这句话骗走150余万元,0
儿童异物卡喉怎么办？家长必学，关键时刻能救命！｜健康过暑假,2
“专家”送来会销“馅饼”　民警揭开诈骗陷阱,0
借买烟抢夺财物　逃犯“偶遇”警察被拘,0
19载不懈追踪　抢劫杀人凶手终落网,2
10亿元彩票公益金支持教育助学项目,2
孩子触电怎么办？家长必学，关键时刻能保命！｜健康过暑假,2
专家：保障乡村儿童营养健康有助于全面推进乡村振兴,2
大连北良港海关在入境船舶中截获德国小蠊近2000只,2
高校大学生走基层进社区 多样社会实践收获满满,2
只因在人群中多看了一眼 她把他从死亡线上“按”回来,2
妇幼院运营托育园 宝爸宝妈这下放心了,2
男子高空坠落命悬一线 医院多科室联手成功救治,2
工人不慎掉入5米深井 消防员及时赶到营救,2
患者手镯卡住无法取下 消防赶到医院帮忙,1
一处民房突起大火 里面堆着不少锂电池,0
心存侥幸找人替考 俩人双双被刑拘,0
“路怒”的他，来回变道开起“斗气车”,0
宠物蛇出逃 主人喊来消防抓捕,1
同店同餐 外卖比堂食悄咪咪贵了不少,0
邀请用户信用卡分期还款 原是银行有自己的“小算盘”,0
零花钱可以赚 违法的事咱不能干,1
骑车时分心 危险就是一瞬间的事,0
童声夺金！会唱歌的“小黄鹂”唱响国内外,2
手头紧看到“轻松贷”男子借钱办理时被成功劝阻,1
后车离得近 前车“盲”倒车 俩车意外“强吻”,0
夏季腹泻高发 可不止是“吃坏肚子”这么简单,0
8天骑520公里 用车轮磨炼孩子意志,2
五寨警方通报“游客碾压快餐盒遭殴打”案件,0
民警辗转多地摸排线索 终于抓获潜逃19年嫌犯,2
高速行车以为自己撞车了 原来是挂错挡,1
暑期未成年人安全保障工作不可忽视,1
“萌”力不减 大熊猫“福宝”回国后首庆生,2
多地景区客流量持续攀升 暑期文旅消费市场乘“热”而上,2
太原方特3周年庆　唤醒你的夏日“多巴胺”,1
别被“种草”忽悠了　功能性软糖大多是“零食”,0
应急科普！这份暴雨天气安全指南，请记牢,2
饮料大瓶装　怎一个“火爆”了得,2
解冻“民族资产”领红利？这都是老套路啊！,0
轻信炒股有“内部渠道”稳赚不赔　晋城一女子被“闺蜜”骗去195万元,0
黑客运找出租车做“侦查”　交警巧使妙计破“潜伏”,1
上班“心好累”？到底是在累些什么？,1
又有孩子被困！消防紧急提醒：注意儿童暑期安全,0
这家儿童福利院的第一个本科大学生毕业了,2
白天是员工去送油 晚上变窃贼来偷油,0
跨省流窜盗窃60余起　这次被潞州警方摁住了,0
轻信交钱就能拿上“电工证”　他给企业17名员工报了名,0
超速行驶和违规变道　在高速路上“默契”相撞,0
社区出手解民忧　坑洼路面变“坦途”,2
有人走失怎么办　民警告你这么做,1
说好的家电“免费安装”去哪里了？,0
“七下八上”来了，10条安全提示必知！,1
山西人亲历重庆抗洪惊险瞬间,2
在海拔3000多米的高寒缺氧地带如何建国道？山西交控人给出答案,2
这幅巨型MAYDAY稻田画，你打卡了吗？,1
愿一切美好都会在努力中悄然而至,2
学会心肺复苏　关键时刻真的能救命,2
家门口的“健康生活馆”，真心不赖！,2
5G智能眼科巡诊车开进太原啦,2
哎呦哎呦拔萝卜　拔出幸福好生活,2
这3件事容易诱发近视，很多家长都忽略了 | 呵护眼健康,1
抱着婴儿的母亲腾不出手  “临时妈妈”暖心哄娃,2
地电交口分公司加强电动自行车安全使用宣传,2
27天3685公里 62岁的他“回到西藏”,2
被骗或再被骗，咱可长点儿心吧,0
上吐下泻的急性胃肠炎，小心中招！ | 科普时间,1
痛快看电视，年轻人喊不易，老年人想放弃,0
戴头盔VS不戴头盔  真实案例告诉你区别多大,1
爆火的探店背后，法律红线“探”不得,0
火车票全网“免费退”？铁路12306：系某平台营销炒作,1
客车轮胎破损　民警及时发现除隐患,2
一名基层法官的赤子情怀——群众、同事和亲人眼中的韩旭辉,2
韩旭辉：一生守护正义，一心司法为民,2
男子操作“猛如虎”交警拦截到处堵,1
一特大电信网络诈骗案告破 26人落网,2
一“楼霸”团伙被彻底捣毁 9人被抓,2
一老人骑电动车高速上逆行 交警冒雨赶过去,0
待租房屋放着金饰中介男子起了贪心,0
车内放10万现金还没锁门“开盲盒”男子凌晨盗走了,0
患者就医居民外出多了一条“腿”,2
别让家庭摄像头成了别人偷窥的“猫眼”,0
毕业生出游福利再“上新”这波羊毛必须薅,2
路遇老人晕倒　众人跪地接力抢救,2
每次就“拿”一点点　3年偷铁4吨多,0
揣着酒瓶去偷车　“不喝二两下不去手”,0
号称自己能“捞人”　累计诈骗16万,0
一脚刹车被追尾　“无关”车辆也有责,1
两年付出9万多　“女友”竟是男乘客,0
冰杯“热”卖　如此火爆为哪般？,1
公平秤“坐镇”集贸市场　有没有缺斤短两一称便知,2
帮游客找手机帮老人找家人　民警接连接到感谢电话,2
老人遵父遗愿回乡寻亲　民警暖心助力两家团圆,2
高温来袭，你还在硬撑吗？这些情况要赶紧就医！ | 你问医答,1
暑期带孩子出游　年假怎么请更“合算”？,1
有一种惊吓叫“水滑”　雨天开车要注意这些,1
密切关注天气预报　遭遇险情保持冷静,1
爸爸妈妈请等等，小候鸟们“回巢”啦！,2
志愿者们资助她14年　如今女孩如愿考上大学啦,2
旧书换鲜蔬，不一样的“书香烟火气”,2
帮儿子还清贷款　父亲说“算了了一桩心事”,2
洪涝灾害后，饮食注意这6点 | 科普时间,1
年纪大了就会“弯腰驼背”？当心背后的疾病 | 科普时间,1
一把刻刀一张彩纸　田东方让“陵川剪纸”焕发生机,2
想去高原耍一耍？先收好这份“高反”防治宝典 | 科普时间,2
关于“变美”这道题　高考后的你也请看仔细,1
高速不是游乐场　哪能想变就变想拐就拐,0
暑假玩疯的孩子迷了路　耐心的民警帮着找家人,2
盗走铜电缆安上铝电缆　“聪明”的犯罪团伙被端,0
捕猎挖出枚手榴弹　藏匿家中获刑,0
显示“0351-110”？这种FaceTime电话别信！,0
玩水好时节，这些事情要注意 | 健康过暑假,1
收费全凭一张嘴　上门维修的坑有多少？,0
牛啊驴啊高速上撒欢　人啊车啊吓得直哆嗦,0
驾车去外省买回毒品　再“埋雷”卖出去,0
伪造房产证“卖”房　男子骗走358万余元,0
因搭讪话不投机掐死女子　凶手隐匿21年后终落网,0
专家：警惕孩子频繁“发呆、愣神” 可能是癫痫小发作,1
持刀伤人事件中挺身而出 苏州将追授胡友平“见义勇为模范”称号,2
猫狗主人喊贵 宠物医院喊亏,0
以次充好、退换货难！“618”消费暴露新堵点,0
心系“疆”来 播撒“种子”呵护健康,2
注意！有人冒充孩子向家长索要培训费,0
赵建敏：倾心尽力服务好社区大家庭,2
走红的“高报师”，真的靠谱有“高招”？,1
“晋”心奉献 不负“疆”来,2
炒“高考屏蔽生”就是炒“高考状元”的翻版,1
别任由“羊毛党”把运费险赔付薅成“生意”,0
老人乘车不慎摔倒 公交人员积极陪护检查,2
化妆品小样卖得火 背后问题也不少,1
网上竟能轻易买到 莫让笑气在电商平台变相售卖,0
两名男子杜撰信息蹭“胖猫”事件热度被查处 上海警方公布打击谣言典型案例,0
一帮“装孙子”的专骗“宠孙”的老人,0
35万给儿子“买”回张假大学录取通知书,0
中国内地异宠医疗服务渐兴：商机大亦待规范,1
通过直播间PK诱骗网民打赏 5名“网红”涉嫌诈骗被抓,0
万人嗨翻“花young青春奇妙夜”,2
小派出所定目标：要给百姓满满的安全感,2
澡堂内　男子酒后洗澡昏迷,0
公交站牌下　孕妇胎膜破裂,1
白领了50元水果　“掏”了33万元代价,0
百岁老人卧病在床想换新身份证　泽州民警上门拍照后又送证上门,2
酒店员工拾金不昧　民警多方联系找到失主,2
穿拖鞋开车　罚款100元记3分,0
男子医院冒充“老乡”诈骗被抓获,0
暴雨天气，如何安全出行？开车遇到积水怎么办？丨科普时间,1
吃着不甜的水果可能是“热量刺客”？| 你问医答,1
消防无小事 防火莫大意,2
炎夏说“早早早”今年会不会是“热上热”？,1
从辣子白做起，不悔与锅碗瓢盆为伍30年,1
老年人在家门口建圈子、结伴子、找乐子,2
看到有人遇困，他们毫不犹豫冲了上去,2
“比亲儿子还亲”的导游　可能只是盯上了老年人的钱袋子,0
怎样判断自己到底胖不胖？何时称体重更准确？……想减肥的人，请先正确认识体重！| 提素养 促健康,1
山西晚报山阴小记者开展航空主题研学活动,2
等待时间变短，接种更智慧，还能避免漏种,2
山西认亲亲属DNA比对结果不匹配,0
一闭一睁“人仰车翻”　疲劳开车“驶”不得,0
有高考生收到短信称因作弊成绩被视为0分,0
网购演唱会门票遇骗局　民警帮挽回35000元损失,2
大学要不要破格录取　到底该听谁的,1
公费师范生怎么招 如何培养？新规解读→,1
山西临汾安泽县火场南线明火已灭,2
40℃以上高温越来越常见了？这轮高温还要持续多久？,1
年轻群体成为拉动消费新力量,2
军迷大爷花6元买了4本书竟是被当废品卖的“军事机密”,1
交三千多元好处费就能超低价用燃气？,0
男子醉驾肇事逃逸被查 竟然甩锅给妻子,0
想退2000多元学费需再交11万元做任务？,0
电动自行车失而复得 居民送锦旗感谢民警,2
“医院”搬到家门口 居民健康有“医”靠,2
金项链不翼而飞 警犬从水泥路砖下找到,2
高速上爆胎还没有备胎 补胎液能顶大用,1
心怀大爱为生命接力 尽己所能发光发热,2
高丽萍：不忘初心 40年守护一方平安,2
居住区安装电动汽车充电桩更省事儿了,2
AI预测胎儿长相靠谱吗？,1
电子烟披着“烟”外衣干着“毒”勾当,0
主驾上是“没本”的儿子 副驾上是“心大”的爹,0
“晒”出大市场 硬防晒里藏着“高科技”,2
街头现撕撕卡 小孩们迷上买“彩票”,0
高考后调适，试试这几个给身心“充电”的小妙招｜科普时间,2
长期违规直播非展区 一主播被终身禁入熊猫中心各基地,0
赛龙舟、钓粽子、做香囊……各地多彩民俗活动迎浓情端午,2
广西南宁通报“8斤榴莲称出18斤”：摊主承认缺斤少两,0
“转评赞”狂刷单 上百人“网络水军”团伙落网,0
黄金“一口价”是逮了便宜还是跳了坑,1
水果价格走低　今夏“吃瓜”没压力,2
及时关注问题信号 共同守护青少年心理健康,2
有人报警：我朋友遭遇诈骗正在转账，你们赶紧劝阻一下,0
186枚响墩被及时销毁　最早的距今18年,1
拉载生猪货车自燃　高速交警及时救援,1
4种机型多支队伍现场演练“真功夫”,2
【体验与亲历】露营 让“诗与远方”触手可及,2
90后小伙巧用面团塑出《山海经》神兽,2
54支队伍角逐全国青年科普创新实验暨作品大赛（山西赛区）复赛,2
山西晚报爱心助考志愿活动蓄势待发,2
300个月大的“宝宝”惦记上儿童套餐里的玩具,1
整治交管业务窗口“黄牛”“黑中介”,2
检察机关发建议保护古树名木,2
大同入围2024端午假期黑马目的地榜单前十,2
“大同这么好，我有义务把她的美告诉更多人”,2
楼下溜达　见车未锁　贼心顿起　盗走白酒　终被刑拘,0
这场火灾是假的，但演练过程是实打实的,1
2024年全省“安全生产月”活动丰富多彩,2
尹华军：“吃瓜群众”变身“种瓜达人”,2
别想着天上掉馅饼，它们都是坑你的陷阱,0
“黑科技”进粮仓　粒粒皆安全,2
身体“定时炸弹”引发剧烈胸痛　太原急救争分夺秒抢救,1
煤焦油罐车泄漏　消防成功处置,1
看了一眼手机导航信息　跑偏撞了旁边的车,0
法官进校园　带来不一样的普法课,2
青龙摆尾、苍龟探穴……一群中医现场比拼“针”本事,1
山西白求恩医院口腔科进社区开展六一宣教义诊活动,2
考前焦虑很正常 调好心态是关键,1
儿童节到啦 花样旅程解锁童真童趣,2
屡教不改且色胆包天 50岁“偷窥狂”被抓,0
男子关闭手机网络 “支付中”状态骗了众多商家,0
远离香烟，让青春的眼里“烟消云散”,2
上班族点外卖“重口味”是偏爱,1
12元餐标的学生餐被指用腐烂食材，还“肉很少”？教育局回应！,0
高速突然爆胎，有人停车换胎被处罚,0
“学霸”酿醋人，酿出新醋香,2
减产！今年能实现“荔枝自由”吗？,0
甘当“月老”40余年 撮合千余对男女结良缘,2
五大购票陷阱看清楚 买票要找正规渠道,1
缺斤短两有没有 手机一放就知晓,1
检察院释法说理 两家人的“疙瘩”终于解开了,2
看到男孩血流不止 驾车路过的父女俩紧急送医,2
她“霉运”不断各种要钱 他二话不说赶紧转账,1
抢劫出租车并杀害司机 逃亡20年后终被抓获,0
樱桃好吃价不高 大口“炫”感觉好,2
接了个视频电话 29万进了别人兜里,0
贪小便宜吃大亏 太原一男子刷单被“刷”走140万,0
熊蜂上岗授粉 西红柿质优价更高,2
小学生走进博物馆，感受优秀传统文化,2
呵护万顷碧波 力保“一泓清水入黄河”,2
“丑鞋”成了年轻人的“心头好”,2
山医大二院南院在晋中榆次开诊,2
太原警方打掉一“网络水军”团伙,2
他们的一臂之力 交警记在心里讲述在朋友圈里,2
62岁的她试戴钻戒后顺手牵羊 被抓直言自己“老糊涂”,0
纸媒跨界拍纪录片，不仅拿奖还赚钱！怎么做到的？,2
新成员“加盟”太原市动物园更热闹了,2
举报前男友持枪威胁 结果是虚惊一场,1
深巡抓获“取款仔”临汾警方顺线打掉“跑分”团伙,2
既当“媒人”又当“单身女” 女子分饰两角诈骗男同学被抓,0
用爱吹响萨克斯 吹出多彩晚年生活,2
汾水连天山 惠残助康万家乐,2
山西省文物局驻村工作队帮修监控为民办实事,2
山西博物院社教团队走进平顺特教学校开讲座,2
学雷锋巡讲团走进邯郸学院,2
2.96万元被骗款还不回去愁坏检察官,0
用螺丝刀专撬商铺“U”形锁　他们疯狂盗窃40余家商户被抓,0
应急车道违规超车酿事故　负全责且被罚,0
老人遭遇电信诈骗　民警及时劝阻止损5万元,2
旺季的饮料市场，或许是无糖茶的“天下”,2
这几个路口通行方式有调整,1
看看“三晋第一街”的前世今生,1
小学走来了“青铜器”孩子们的体验课太特别,2
黎城“1键”呼叫特色服务　精准匹配老年人需求,2
身份状态显示“已注销”　如今终于结束“黑户”生活,2
守护学生身心健康　“烟卡”必须“严卡”,2
用“口福”造福一方　菜农都是“幸福合伙人”,2
榆次西郝村：环境美了生活富了　“千万工程”带来万千新面貌,2
“花木兰”女子巡防队　穿梭街巷护平安,2
这个“颇有些实力”的姑娘，在尽己所能让司法更有温度,2
群众急难愁盼在哪里，彩票公益金花哪里,1
与父母吵架负气离家　10岁男孩深夜骑行迷路,0
小麦正“铆劲儿长”干热风却要来“插一脚”,0
落石伤人，黎城小伙二话不说冲上去救人,2
2000多亩试点田玉米长势喜人,2
惠及约1亿人！老旧小区改造成绩单来了,2
首批养老专业本科生毕业，他们的就业形势如何？,2
意不意外？减脂的尽头是中式家常菜,1
这所特教学校用关爱清除障碍让“星星的孩子”天地更广,2
没油没电还出门 汽车把你晾路边,0
一个小口罩“扛”下了所有,2
超八成受访应届毕业生表示求职观念与父母存在分歧,1
“洋粉丝”任世园推广大使 用川派盆景绘世界风景,2
宝宝别怕，山西交警叔叔为你接力“狂奔”,2
高速路上低速开 违法又危险,0
“红包群”藏猫腻一女子被骗44万,0
4人“网约”盗掘古墓葬殊不知警方早已掌握“动向”,0
编造发布国企“招工广告”男子一顿忽悠骗走60万,0
“动物园20只东北虎死亡” 安徽阜阳林业部门通报回应,0
特长生考试作弊？太原市教育局发布调查情况通报,0
逃跑靠步行困了钻麦地 提心吊胆4天落网,0
不送餐改“帮忙”取款 外卖小哥摊上事儿,0
注册账号轻松日赚150元？兼职广告暗藏猫腻,0
女子组队设局“仙人跳”老公与情夫竟是其搭档,0
只为一口槐花香却把安全抛脑后,0
咖啡降价风“卷”到了星巴克,2
唐山警方：查封涉“摩托车驾照速成班”作弊场所 涉案三人被刑拘,0
别乱吃！这种“减肥药”有毒 严重或致命,0
爸爸变成星星了，在上面陪着我们……,2
69岁老人实习期内独自驾车上高速被查,0
天使守护！103岁老人“闯关”成功,2
地震救援演练，动真格的！,1
20万现金变成练功券原来是“男友”悄悄换的,0
“官方”寄来快递告知可以领回被骗的钱？警方：假的！,0
“领导”不断催促要求转账财务主管怀疑遇电诈报警求助,0
高宁：让山西刺绣在指尖绽放,2
发了offer又毁约，任性招聘有多坑人？,0
这是个妙招：一次购票终身游,2
车胎“脾气”大，爆了 司机这样做，稳了,2
网络兼职被骗10余万元警方及时帮挽部分损失,2
俩贼多次破车窗盗窃警方迅速破案追回物品,2
被大家关爱的小伙儿考上博士啦,2
曾经受宠的牛仔裤真的失宠了吗？,1
驴友从山上掉落受伤被困 民警与消防配合紧急营救,2
